id,language,context,target,max_width
1245,English,"Written on 01.08.2002. Right now I want to write about consumer electronics and gadgets that people use every day to study, work, and have fun. In stores there are many new products and you can see large screens, easy buttons, and bright logos. People buy mobile phones,","digital cameras, computers, and music players for home or for the office.",710
1246,Spanish,"El teléfono móvil es muy común. En muchas ciudades, casi todos tienen uno. Son pequeños, ligeros y permiten",hablar con amigos y familia.,284
1247,English,"The mobile phone is very common. In many cities, almost everyone has one. They are small, light, and allow",talking with friends and family.,312
1248,Spanish,"Además, muchos teléfonos traen cámara, mensajería y juegos simples. Estas funciones facilitan la vida diaria. La computadora es otro aparato importante",en casa y en la oficina.,229
1249,English,"Also, many phones come with a camera, messaging, and simple games. These functions make daily life easier. The computer is another important device",at home and in the office.,255
1250,Spanish,"Por lo general hay una computadora de escritorio y a veces una portátil. Con la computadora se puede escribir, buscar información en Internet y ver fotos. En 2002, Internet está en crecimiento; muchas personas se conectan desde casa con módem",o con una conexión más rápida si la empresa tiene cable.,555
1251,English,"Usually there is a desktop computer and sometimes a laptop. With the computer you can type, search for information on the Internet, and view photos. In 2002, the Internet is growing; many people connect from home with a modem",or with a faster connection if the company provides cable.,567
1252,Spanish,"El ratón y el teclado permiten mover la mano y escribir con facilidad, y la pantalla muestra letras y dibujos con claridad. Los programas más usados son el procesador de textos, el correo electrónico y los navegadores para navegar por la red. Es fácil guardar archivos en disquetes","o en CD, y algunas personas ya usan un disco duro externo.",583
1253,English,"The mouse and keyboard help to move around the machine, and the screen shows letters and drawings clearly. The most used programs are the word processor, e-mail, and the browsers to navigate the network. It is easy to save files on floppy disks or","on a CD, and some people already use an external hard drive.",600
1254,Spanish,"La televisión también es muy importante; muchas casas tienen mando a distancia y buena calidad de sonido. Algunas personas tienen televisión por cable o por satélite, o reciben señales por antena. Es posible grabar programas con",una videograbadora o ver películas en un reproductor de DVD.,615
1255,English,"Television is also very important; many homes have a remote control and good sound quality. Some people have cable or satellite TV, or receive signals by antenna. It is possible to record programs with",a VCR or watch movies on a DVD player.,416
1256,Spanish,"Los videojuegos y las consolas para casa también ocupan un lugar importante; es posible jugar solo o con amigos, y muchos juegos son simples de aprender. En casa también hay dispositivos para imprimir y escanear. Una impresora puede imprimir textos","o fotos, y un escáner convierte papeles en archivos digitales.",591
1257,English,"Video games and home consoles also play an important role; it is possible to play alone or with friends, and many games are easy to learn. At home there are also devices for printing and scanning. A printer can print","texts or photos, and a scanner converts papers into digital files.",614
1258,Spanish,"En resumen, la electrónica de consumo y los gadgets de este año facilitan muchas tareas: comunicarse, trabajar, escuchar música, ver imágenes y divertirse. En 2002, el mundo de la tecnología cambia con frecuencia y cada mes salen nuevos modelos con mejores pantallas y más memoria. Creo",que el futuro traerá más avances que cambiarán la forma de vivir.,638
1259,English,"In short, consumer electronics and gadgets this year make many tasks easier: communicating, working, listening to music, viewing images, and having fun. In 2002, the tech world changes frequently and each month new models come with better screens and more memory. I think the",future will bring more advances that change the way we live.,596
1260,Spanish,"Hoy, 22 de febrero de 2022, escribo sobre salud pública y la prevención de enfermedades. La salud no es solo la medicina en el hospital. También",es la vida diaria de cada persona.,327
1261,English,"Today, February 22, 2022, I am writing about public health and disease prevention. Health is not only medicine in the hospital. It is also",the daily life of every person.,293
1262,Spanish,"En mi país, las autoridades cuidan la salud de las personas con programas simples y útiles. Uno de los temas más importantes es la higiene. Lavarse las manos con agua y jabón, cubrirse la boca al","toser, y limpiar las superficies ayudan a evitar enfermarse.",569
1263,English,"In my country, the authorities protect people’s health with simple and useful programs. One of the most important topics is hygiene. Washing hands with water and soap, covering the mouth when coughing,",and cleaning surfaces help to avoid getting sick.,471
1264,Spanish,La higiene en casa y en la escuela es una norma buena para todos. Otra parte importante es la vacunación. Las,vacunas protegen contra algunas enfermedades graves.,537
1265,English,Hygiene at home and at school is a good rule for everyone. Another important part is vaccination. Vaccines,protect against some serious diseases.,373
1266,Spanish,"Muchas personas reciben la vacuna y así se cuidan a sí mismas y a los demás. También es útil comer bien, beber agua limpia y hacer ejercicio. Una dieta simple con fruta, verduras, pan",y arroz ayuda a tener energía para el día.,399
1267,English,"Many people receive the vaccine and thus protect themselves and others. It is also useful to eat well, drink clean water, and exercise. A simple diet with fruit, vegetables, bread and",rice helps to have energy for the day.,364
